"Order details","Order status","Order date","Product","Shipping","Sales channel"
"111-4114160-0475418 (160066032393081)","Payment Complete","5/16/2026, 8:07:01 PM","Masiel Spark Premium Horse Brushes Set (4 Pieces) - Essential Equine Care Set with Beechwood Brushes, Natural Bristles, and Handcrafted Leather Bag - (SKU: MS-KIT4-BRW, ASIN: B0GBYV3L65)","Expedited ","Ship"
"112-4983572-7827447 (160009309047561)","Payment Complete","5/15/2026, 9:08:57 PM","Masiel Spark Premium Horse Brushes Set (4 Pieces) - Essential Equine Care Set with Beechwood Brushes, Natural Bristles, and Handcrafted Leather Bag - (SKU: MS-KIT4-BRW, ASIN: B0GBYV3L65)","Expedited ","Ship"
"111-5959514-0349839 (159980634061641)","Payment Complete","5/15/2026, 11:47:21 AM","Masiel Spark Premium Horse Grooming Kit (8 Pieces) - Professional Equine Care Set with Beechwood Brushes, Natural Bristles, and Handcrafted Leather Ba (SKU: MS-KIT8-BRW, ASIN: B0GBZJVY8B)","Expedited ","Ship"
"113-5317474-4167460 (159897139162001)","Payment Complete","5/14/2026, 5:06:33 PM","Masiel Spark Premium Horse Grooming Kit (8 Pieces) - Professional Equine Care Set with Beechwood Brushes, Natural Bristles, and Handcrafted Leather Ba (SKU: MS-KIT8-BRW, ASIN: B0GBZJVY8B)","Expedited ","Ship"
"114-2958755-9085860 (159828124511921)","Payment Complete","5/14/2026, 11:18:26 AM","Masiel Spark Premium Horse Grooming Kit (8 Pieces) - Professional Equine Care Set with Beechwood Brushes, Natural Bristles, and Handcrafted Leather Ba (SKU: MS-KIT8-BRW, ASIN: B0GBZJVY8B)","Expedited ","Ship"
"111-7893106-8629805 (159826286688121)","Payment Complete","5/14/2026, 3:25:53 AM","Masiel Spark Premium Horse Grooming Kit (8 Pieces) - Professional Equine Care Set with Beechwood Brushes, Natural Bristles, and Handcrafted Leather Ba (SKU: MS-KIT8-BRW, ASIN: B0GBZJVY8B)","Expedited ","Ship"
"111-5135536-3300232 (159770691629841)","Payment Complete","5/13/2026, 2:05:11 AM","Masiel Spark Premium Horse Grooming Kit (8 Pieces) - Professional Equine Care Set with Beechwood Brushes, Natural Bristles, and Handcrafted Leather Ba (SKU: MS-KIT8-BRW, ASIN: B0GBZJVY8B)","NextDay ","Ship"
"113-7984331-6044259 (159764057102681)","Payment Complete","5/12/2026, 7:18:04 PM","Masiel Spark Premium Horse Grooming Kit (8 Pieces) - Professional Equine Care Set with Beechwood Brushes, Natural Bristles, and Handcrafted Leather Ba (SKU: MS-KIT8-BRW, ASIN: B0GBZJVY8B)","Expedited ","Ship"
"112-3963681-0241005 (159755780560921)","Payment Complete","5/12/2026, 4:36:21 PM","Masiel Spark Premium Horse Grooming Kit (8 Pieces) - Professional Equine Care Set with Beechwood Brushes, Natural Bristles, and Handcrafted Leather Ba (SKU: MS-KIT8-BRW, ASIN: B0GBZJVY8B)","Expedited ","Ship"
"112-2471149-5179463 (159648497645321)","Payment Complete","5/11/2026, 6:28:39 PM","Masiel Spark Premium Horse Brushes Set (4 Pieces) - Essential Equine Care Set with Beechwood Brushes, Natural Bristles, and Handcrafted Leather Bag - (SKU: MS-KIT4-BRW, ASIN: B0GBYV3L65)","Expedited ","Ship"
"111-5911489-9813867 (159587828885841)","Payment Complete","5/10/2026, 11:53:36 PM","Masiel Spark Premium Horse Brushes Set (4 Pieces) - Essential Equine Care Set with Beechwood Brushes, Natural Bristles, and Handcrafted Leather Bag - (SKU: MS-KIT4-BRW, ASIN: B0GBYV3L65)","Expedited ","Ship"
"114-4591743-8297007 (159603820626081)","Payment Complete","5/10/2026, 11:20:07 PM","Masiel Spark Premium Horse Grooming Kit (8 Pieces) - Professional Equine Care Set with Beechwood Brushes, Natural Bristles, and Handcrafted Leather Ba (SKU: MS-KIT8-BRW, ASIN: B0GBZJVY8B)","Expedited ","Ship"
"114-6206337-7955444 (159573500844161)","Payment Complete","5/10/2026, 3:45:21 PM","Masiel Spark Premium Horse Brushes Set (4 Pieces) - Essential Equine Care Set with Beechwood Brushes, Natural Bristles, and Handcrafted Leather Bag - (SKU: MS-KIT4-BRW, ASIN: B0GBYV3L65)","Expedited ","Ship"
"111-9814791-3626663 (159520277633201)","Payment Complete","5/9/2026, 1:47:07 PM","Masiel Spark Premium Horse Brushes Set (4 Pieces) - Essential Equine Care Set with Beechwood Brushes, Natural Bristles, and Handcrafted Leather Bag - (SKU: MS-KIT4-BRW, ASIN: B0GBYV3L65)","Expedited ","Ship"
"112-2193749-1647443 (159486984677681)","Payment Complete","5/9/2026, 3:35:58 AM","Masiel Spark Premium Horse Brushes Set (4 Pieces) - Essential Equine Care Set with Beechwood Brushes, Natural Bristles, and Handcrafted Leather Bag - (SKU: MS-KIT4-BRW, ASIN: B0GBYV3L65)","Expedited ","Ship"
"111-5905916-5873850 (159494679253161)","Payment Complete","5/9/2026, 12:47:42 AM","Masiel Spark Premium Horse Brushes Set (4 Pieces) - Essential Equine Care Set with Beechwood Brushes, Natural Bristles, and Handcrafted Leather Bag - (SKU: MS-KIT4-BRW, ASIN: B0GBYV3L65)","Expedited ","Ship"
"113-3044778-5477800 (159389366336281)","Payment Complete","5/8/2026, 1:58:31 AM","Masiel Spark Premium Horse Grooming Kit (8 Pieces) - Professional Equine Care Set with Beechwood Brushes, Natural Bristles, and Handcrafted Leather Ba (SKU: MS-KIT8-BRW, ASIN: B0GBZJVY8B)","Expedited ","Ship"
"111-1760634-6729036 (159413821043321)","Payment Complete","5/8/2026, 12:18:49 AM","Masiel Spark Premium Horse Brushes Set (4 Pieces) - Essential Equine Care Set with Beechwood Brushes, Natural Bristles, and Handcrafted Leather Bag - (SKU: MS-KIT4-BRW, ASIN: B0GBYV3L65)","Expedited ","Ship"
"111-2274536-1918636 (159387626823921)","Payment Complete","5/7/2026, 8:03:48 PM","Masiel Spark Premium Horse Grooming Kit (8 Pieces) - Professional Equine Care Set with Beechwood Brushes, Natural Bristles, and Handcrafted Leather Ba (SKU: MS-KIT8-BRW, ASIN: B0GBZJVY8B)","Expedited ","Ship"
"111-4429881-3597840 (159362556099361)","Payment Complete","5/7/2026, 5:09:41 AM","Masiel Spark Premium Horse Grooming Kit (8 Pieces) - Professional Equine Care Set with Beechwood Brushes, Natural Bristles, and Handcrafted Leather Ba (SKU: MS-KIT8-BRW, ASIN: B0GBZJVY8B)","Expedited ","Ship"
"114-8305589-6109023 (159339917608041)","Payment Complete","5/6/2026, 8:41:40 PM","Masiel Spark Premium Horse Brushes Set (4 Pieces) - Essential Equine Care Set with Beechwood Brushes, Natural Bristles, and Handcrafted Leather Bag - (SKU: MS-KIT4-BRW, ASIN: B0GBYV3L65)","Expedited ","Ship"
